# Logfile created on 2026-09-07 16:07:15 +0200 by logger.rb/v1.5.3
2026-09-07 16:07:15 +0200: Memory Usage (456780K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/analog/macro/tt_analog_ring.gds
2026-09-07 16:07:15 +0200: Memory Usage (456780K) : Ruby Version for klayout: 3.2.3
2026-09-07 16:07:15 +0200: Memory Usage (458096K) : Loading database to memory is complete.
2026-09-07 16:07:15 +0200: Memory Usage (458096K) : IHP-SG13G2 KLayout DRC runset output at: /work/analog/out/drc/tt_analog_ring_tt_analog_ring_topmetal2.lyrdb
2026-09-07 16:07:15 +0200: Memory Usage (458096K) : Evaluate switches.
2026-09-07 16:07:15 +0200: Memory Usage (458096K) : tables selected: topmetal2
2026-09-07 16:07:15 +0200: Memory Usage (458096K) : KLayout will use 20 thread(s) in tiling mode.
2026-09-07 16:07:15 +0200: Memory Usage (458096K) : deep mode is enabled.
2026-09-07 16:07:15 +0200: Memory Usage (459000K) : activ_noqrc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459000K) : biwind_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459000K) : biwind_opc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459000K) : pemwind_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459000K) : gatpoly_drw has 513 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459000K) : gatpoly_pin has 91 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459000K) : gatpoly_filler has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459000K) : gatpoly_nofill has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459000K) : gatpoly_opc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459160K) : gatpoly_iopc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459160K) : gatpoly_noqrc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459160K) : cont_drw has 1631 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459160K) : cont_opc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459160K) : nsd_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459320K) : nsd_block has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459320K) : metal1_drw has 1169 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459320K) : metal1_pin has 182 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459480K) : metal1_mask has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459480K) : metal1_filler has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459640K) : metal1_nofill has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459640K) : metal1_slit has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (459860K) : metal1_text has 13 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460020K) : metal1_opc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460020K) : metal1_noqrc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460020K) : metal1_res has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460180K) : metal1_iprobe has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460180K) : metal1_diffprb has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460340K) : passiv_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460340K) : passiv_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460340K) : passiv_sbump has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460340K) : passiv_pillar has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460340K) : passiv_pdl has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460340K) : metal2_drw has 121 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460340K) : metal2_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460340K) : metal2_mask has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460340K) : metal2_filler has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460500K) : metal2_nofill has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460500K) : metal2_slit has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460500K) : metal2_text has 11 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460500K) : metal2_opc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460500K) : metal2_noqrc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460500K) : metal2_res has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460660K) : metal2_iprobe has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460660K) : metal2_diffprb has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460660K) : baspoly_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460820K) : baspoly_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460820K) : psd_drw has 94 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460820K) : nldb_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460980K) : digibnd_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (460980K) : via1_drw has 192 polygons
2026-09-07 16:07:15 +0200: Memory Usage (461140K) : backmetal1_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (461140K) : backmetal1_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (461300K) : backmetal1_mask has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (461300K) : backmetal1_filler has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (461300K) : backmetal1_nofill has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (461460K) : backmetal1_slit has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (461460K) : backmetal1_text has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (461460K) : backmetal1_opc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (461620K) : backmetal1_noqrc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (461620K) : backmetal1_res has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (461780K) : backmetal1_iprobe has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (461780K) : backmetal1_diffprb has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (461780K) : backpassiv_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (461940K) : res_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (461940K) : sram_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462100K) : trans_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462100K) : ind_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462100K) : ind_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462100K) : ind_text has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462100K) : salblock_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462260K) : via2_drw has 109 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462260K) : metal3_drw has 14 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462260K) : metal3_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462260K) : metal3_mask has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462260K) : metal3_filler has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462420K) : metal3_nofill has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462420K) : metal3_slit has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462420K) : metal3_text has 1 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462420K) : metal3_opc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462580K) : metal3_noqrc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462580K) : metal3_res has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462580K) : metal3_iprobe has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462580K) : metal3_diffprb has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462740K) : nwell_drw has 27 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462740K) : nwell_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462740K) : nbulay_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462900K) : nbulay_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462900K) : nbulay_block has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (462900K) : emwind_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463060K) : emwind_opc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463060K) : deepco_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463220K) : deepco_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463220K) : mim_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463220K) : edgeseal_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463380K) : edgeseal_bound has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463380K) : substrate_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463380K) : substrate_text has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463540K) : dfpad_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463540K) : dfpad_pillar has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463540K) : dfpad_sbump has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463700K) : thickgateox_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463700K) : pldb_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463700K) : pwell_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463860K) : pwell_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463860K) : pwell_block has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463860K) : ic_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (463860K) : via3_drw has 108 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464020K) : metal4_drw has 14 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464020K) : metal4_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464020K) : metal4_mask has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464020K) : metal4_filler has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464180K) : metal4_nofill has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464180K) : metal4_slit has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464180K) : metal4_text has 2 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464340K) : metal4_opc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464340K) : metal4_noqrc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464340K) : metal4_res has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464500K) : metal4_iprobe has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464500K) : metal4_diffprb has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464500K) : heattrans_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464660K) : heatres_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464660K) : pempoly_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464660K) : fbe_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464820K) : empoly_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464820K) : ldmos_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464820K) : pbiwind_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464980K) : digisub_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464980K) : nodrc_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (464980K) : text_drw has 117 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465140K) : via4_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465140K) : metal5_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465140K) : metal5_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465300K) : metal5_mask has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465300K) : metal5_filler has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465300K) : metal5_nofill has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465460K) : metal5_slit has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465460K) : metal5_text has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465460K) : metal5_opc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465620K) : metal5_noqrc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465620K) : metal5_res has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465620K) : metal5_iprobe has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465780K) : metal5_diffprb has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465780K) : radhard_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465780K) : memcap_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465940K) : varicap_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465940K) : flash_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465940K) : intbondvia_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (465940K) : intbondmet_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466100K) : devbondvia_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466100K) : devbondmet_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466100K) : devtrench_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466100K) : redist_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466260K) : graphbot_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466260K) : graphtop_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466420K) : antvia1_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466420K) : antmetal2_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466420K) : graphcont_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466420K) : siwg_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466580K) : siwg_filler has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466580K) : siwg_nofill has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466740K) : sigrating_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466740K) : singrating_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466740K) : graphpas_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466900K) : emwind3_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466900K) : emwihv3_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (466900K) : redbulay_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467060K) : smos_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467060K) : graphpad_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467060K) : polimide_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467220K) : polimide_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467220K) : recog_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467220K) : recog_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467380K) : recog_esd has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467380K) : recog_diode has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467380K) : recog_tsv has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467540K) : recog_iprobe has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467540K) : recog_diffprb has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467540K) : recog_pillar has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467540K) : recog_sbump has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467540K) : recog_otp has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467540K) : recog_pdiode has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467700K) : recog_mom has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467700K) : recog_momf has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467700K) : recog_pcm has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467860K) : colopen_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467860K) : graphmetal1_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (467860K) : graphmetal1_filler has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468020K) : graphmetal1_nofill has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468020K) : graphmetal1_slit has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468020K) : graphmetal1_opc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468180K) : graphmet1l_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468180K) : graphmet1l_filler has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468180K) : graphmet1l_nofill has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468340K) : graphmet1l_slit has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468340K) : graphmet1l_opc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468340K) : extblock_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468500K) : nldd_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468500K) : pldd_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468660K) : next_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468660K) : pext_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468660K) : nexthv_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468820K) : pexthv_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468820K) : graphgate_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468820K) : sinwg_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468980K) : sinwg_filler has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468980K) : sinwg_nofill has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (468980K) : mempad_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469140K) : topvia1_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469140K) : topmetal1_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469140K) : topmetal1_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469300K) : topmetal1_mask has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469300K) : topmetal1_filler has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469300K) : topmetal1_nofill has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469300K) : topmetal1_slit has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469300K) : topmetal1_text has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469300K) : topmetal1_noqrc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469300K) : topmetal1_res has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469300K) : topmetal1_iprobe has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469460K) : topmetal1_diffprb has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469460K) : inldpwl_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469460K) : polyres_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469620K) : polyres_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469780K) : vmim_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469780K) : nbulaycut_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469780K) : antmetal1_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469940K) : topvia2_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469940K) : topmetal2_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (469940K) : topmetal2_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470100K) : topmetal2_mask has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470100K) : topmetal2_filler has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470100K) : topmetal2_nofill has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470260K) : topmetal2_slit has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470260K) : topmetal2_text has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470260K) : topmetal2_noqrc has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470420K) : topmetal2_res has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470420K) : topmetal2_iprobe has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470420K) : topmetal2_diffprb has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470580K) : snsring_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470580K) : sensor_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470580K) : snsarms_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470740K) : snscmosvia_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470740K) : colwind_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470740K) : flm_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470900K) : hafniumox_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470900K) : memvia_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (470900K) : thinfilmres_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471060K) : rfmem_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471060K) : norcx_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471060K) : norcx_m2m3 has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471220K) : norcx_m2m4 has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471220K) : norcx_m2m5 has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471220K) : norcx_m2tm1 has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471380K) : norcx_m2tm2 has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471380K) : norcx_m3m4 has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471380K) : norcx_m3m5 has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471540K) : norcx_m3tm1 has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471540K) : norcx_m3tm2 has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471540K) : norcx_m4m5 has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471700K) : norcx_m4tm1 has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471700K) : norcx_m4tm2 has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471700K) : norcx_m5tm1 has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : norcx_m5tm2 has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : norcx_tm1tm2 has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : norcx_m1sub has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : norcx_m2sub has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : norcx_m3sub has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : norcx_m4sub has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : norcx_m5sub has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : norcx_tm1sub has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : norcx_tm2sub has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : snsbotvia_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : snstopvia_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : deepvia_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : fgetch_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : ctrgat_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : fgimp_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : emwihv_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : lbe_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : alcustop_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : nometfiller_drw has 0 polygons
